1,126,2,98,241,10,14€,2020-04-22,,
2,4,5,4348,181,9,04€,2020-01-21,,
3,102,2,33,27,5,49€,2020-03-07,,
4,124,6,2468,339,2,35€,2020-03-05,,
5,272,4,2377,43,6,83€,2020-04-17,,
6,15,6,1688,358,9,50€,2020-01-11,,
7,41,4,2150,9,10,69€,2020-02-15,,
8,109,1,2768,6,8,87€,2020-02-23,,
9,272,5,1171,175,4,31€,2020-01-24,,
10,93,3,1504,354,10,07€,2020-01-01,,
11,156,5,627,202,4,72€,2020-04-21,,
12,5,2,567,340,6,74€,2020-03-01,,
13,73,5,60,247,9,92€,2020-04-14,,
14,263,6,1637,26,4,75€,2020-03-17,,
15,89,6,157,360,5,49€,2020-04-08,,
16,174,5,1518,318,3,94€,2020-02-12,,
17,187,6,2958,363,5,47€,2020-03-07,,
18,300,1,3226,60,10,52€,2020-03-01,,
19,160,3,1975,105,4,31€,2020-04-06,,
20,76,2,2947,36,5,80€,2020-03-25,,
21,134,3,4920,259,5,28€,2020-03-30,,
22,43,3,1462,52,10,70€,2020-02-18,,
23,209,5,2225,247,6,00€,2020-03-26,,
24,176,4,2311,157,5,81€,2020-02-03,,
25,188,4,830,299,4,41€,2020-02-19,,
26,88,1,2843,100,7,71€,2020-01-15,,
27,241,5,2074,334,1,45€,2020-02-26,,
28,213,5,4916,329,6,41€,2020-03-11,,
29,218,1,4433,41,3,12€,2020-03-24,,
30,34,1,2519,1,4,51€,2020-02-11,,
31,213,6,41,264,6,95€,2020-02-26,,
32,186,3,4249,18,4,76€,2020-03-14,,
33,264,5,1148,1,3,60€,2020-01-23,,
34,49,6,1090,212,9,97€,2020-01-29,,
35,157,3,4318,202,3,80€,2020-03-28,,
36,251,4,1790,102,3,35€,2020-03-15,,
37,288,2,1289,265,9,08€,2020-03-03,,
38,184,4,892,249,10,05€,2020-01-30,,
39,187,4,2097,324,1,71€,2020-02-07,,
40,109,3,3813,156,2,03€,2020-04-16,,
41,229,1,3037,212,10,71€,2020-03-23,,
42,124,5,1525,68,8,01€,2020-01-28,,
43,139,1,408,154,2,84€,2020-01-17,,
44,65,4,2226,348,3,28€,2020-01-19,,
45,173,3,2756,204,1,83€,2020-01-25,,
46,282,5,2294,252,4,08€,2020-01-30,,
47,200,1,3573,358,2,08€,2020-01-25,,
48,242,5,496,292,10,40€,2020-04-03,,
49,105,1,4800,351,7,47€,2020-01-31,,
50,122,4,4267,195,2,01€,2020-01-28,,
51,172,1,315,91,6,99€,2020-04-23,,
52,14,4,2048,307,4,96€,2020-01-24,,
53,31,6,1396,65,2,77€,2020-04-17,,
54,9,4,3983,270,5,66€,2020-03-08,,
55,116,1,2669,118,9,71€,2020-01-05,,
56,100,1,4800,90,9,40€,2020-03-03,,
57,8,1,132,51,5,33€,2020-02-29,,
58,180,6,4581,339,1,75€,2020-03-15,,
59,93,1,4801,195,3,08€,2020-01-09,,
60,167,1,2569,132,10,15€,2020-03-13,,
61,263,1,1481,169,3,54€,2020-02-25,,
62,100,2,2469,58,1,52€,2020-02-25,,
63,30,1,3737,185,1,19€,2020-03-15,,
64,53,1,560,113,10,71€,2020-02-05,,
65,181,2,3957,247,3,29€,2020-04-23,,
66,82,5,1256,90,7,76€,2020-01-26,,
67,165,3,4903,328,1,71€,2020-04-11,,
68,207,5,1382,286,2,74€,2020-02-20,,
69,283,6,3524,315,1,17€,2020-01-19,,
70,67,6,2124,226,8,05€,2020-03-02,,
71,29,1,4705,67,8,70€,2020-02-18,,
72,200,1,4738,136,7,83€,2020-01-24,,
73,54,3,3968,45,3,06€,2020-04-08,,
74,237,2,3645,119,5,83€,2020-03-24,,
75,95,1,1438,265,8,49€,2020-04-04,,
76,248,6,687,107,1,03€,2020-04-26,,
77,154,5,304,66,4,50€,2020-01-15,,
78,154,3,1542,287,10,10€,2020-01-17,,
79,4,6,2141,173,4,84€,2020-01-30,,
80,68,6,1209,146,4,48€,2020-03-11,,
81,31,1,2267,139,3,53€,2020-02-13,,
82,279,3,1558,77,8,37€,2020-03-18,,
83,211,2,3063,96,6,75€,2020-04-05,,
84,113,6,3385,125,2,63€,2020-03-23,,
85,216,2,3572,305,2,09€,2020-03-06,,
86,281,4,3162,167,1,74€,2020-03-26,,
87,23,4,1270,277,10,79€,2020-01-10,,
88,21,1,4055,266,10,98€,2020-04-19,,
89,9,5,4670,319,5,74€,2020-02-28,,
90,160,3,4664,274,5,14€,2020-01-27,,
91,140,4,1105,207,1,72€,2020-01-22,,
92,242,2,461,201,9,81€,2020-02-03,,
93,155,3,1459,135,6,41€,2020-03-06,,
94,148,3,4169,347,9,33€,2020-02-14,,
95,14,4,2988,239,4,96€,2020-02-08,,
96,185,5,4620,208,5,32€,2020-04-11,,
97,75,6,2272,70,8,31€,2020-04-26,,
98,91,4,1406,141,1,15€,2020-04-12,,
99,28,4,3220,320,10,54€,2020-04-26,,
100,165,5,1890,275,9,27€,2020-02-15,,
101,138,5,2134,103,4,55€,2020-02-09,,
102,262,5,3431,138,7,99€,2020-03-06,,
103,126,4,4226,232,9,55€,2020-01-28,,
104,218,3,54,362,2,24€,2020-02-18,,
105,58,3,1711,275,8,60€,2020-04-10,,
106,133,1,4913,304,2,71€,2020-02-13,,
107,45,5,3302,338,10,70€,2020-03-05,,
108,144,6,4522,145,6,33€,2020-01-10,,
109,127,6,3204,194,9,33€,2020-01-25,,
110,170,4,1657,61,9,83€,2020-02-12,,
111,116,4,766,35,5,60€,2020-03-29,,
112,275,4,1779,155,9,41€,2020-03-25,,
113,253,1,3976,118,8,31€,2020-01-01,,
114,68,3,4095,342,9,77€,2020-03-02,,
115,106,1,2291,296,2,10€,2020-03-13,,
116,21,2,4010,120,10,45€,2020-03-20,,
117,78,2,2993,239,3,25€,2020-03-09,,
118,227,1,39,26,7,79€,2020-01-17,,
119,217,5,4666,301,5,60€,2020-03-12,,
120,222,2,1395,86,9,91€,2020-03-25,,
121,108,1,1130,133,6,62€,2020-02-16,,
122,3,5,2357,242,4,68€,2020-02-20,,
123,140,5,2421,77,4,04€,2020-03-16,,
124,243,1,1167,270,8,42€,2020-02-06,,
125,133,6,241,316,7,79€,2020-03-18,,
126,5,4,103,209,5,18€,2020-01-28,,
127,172,3,3904,218,7,16€,2020-04-06,,
128,120,5,1122,188,8,14€,2020-03-05,,
129,72,3,1767,69,8,93€,2020-03-24,,
130,257,6,320,104,10,04€,2020-03-17,,
131,222,5,18,203,5,07€,2020-03-08,,
132,157,6,2181,182,4,99€,2020-04-01,,
133,4,3,4849,309,10,52€,2020-02-15,,
134,98,6,2744,244,9,98€,2020-02-28,,
135,232,4,388,113,2,60€,2020-02-10,,
136,228,5,3049,3,9,44€,2020-03-03,,
137,126,6,2225,363,9,66€,2020-01-26,,
138,186,1,4616,190,7,58€,2020-03-30,,
139,257,1,1097,73,7,29€,2020-02-14,,
140,74,2,3472,87,2,56€,2020-04-09,,
141,203,4,830,174,1,85€,2020-03-05,,
142,107,6,1144,28,4,52€,2020-04-09,,
143,61,2,3109,258,4,76€,2020-02-19,,
144,216,4,2506,338,2,52€,2020-01-30,,
145,24,4,4015,159,7,49€,2020-03-16,,
146,259,2,4684,215,9,95€,2020-02-18,,
147,34,1,381,8,5,75€,2020-01-14,,
148,75,4,4480,97,1,01€,2020-02-24,,
149,19,4,3276,26,7,06€,2020-03-30,,
150,11,1,3107,1,1,47€,2020-02-29,,
151,140,4,415,271,4,15€,2020-02-11,,
152,12,1,1814,239,2,66€,2020-03-04,,
153,148,3,4075,46,7,36€,2020-02-27,,
154,174,4,3237,123,5,82€,2020-01-19,,
155,147,6,4957,347,1,99€,2020-02-21,,
156,37,3,4716,172,8,50€,2020-02-25,,
157,264,6,2263,253,9,97€,2020-04-24,,
158,205,3,696,313,8,84€,2020-03-24,,
159,20,4,3925,254,3,31€,2020-04-13,,
160,126,1,2705,181,10,72€,2020-01-25,,
161,173,2,110,52,1,35€,2020-04-01,,
162,146,6,3353,64,9,20€,2020-01-26,,
163,166,2,2310,214,2,09€,2020-01-25,,
164,191,5,4412,361,9,14€,2020-04-17,,
165,75,2,418,51,4,89€,2020-02-01,,
166,96,5,1857,281,1,90€,2020-02-09,,
167,130,4,2252,182,3,97€,2020-03-17,,
168,177,6,3752,276,7,69€,2020-03-06,,
169,114,3,1247,131,3,78€,2020-04-04,,
170,112,4,1381,248,5,21€,2020-01-05,,
171,74,1,372,13,4,16€,2020-01-10,,
172,150,6,3142,138,9,05€,2020-04-22,,
173,153,4,1824,133,4,39€,2020-04-01,,
174,260,1,2525,28,9,09€,2020-02-14,,
175,134,2,156,127,5,22€,2020-02-25,,
176,232,6,790,144,1,26€,2020-02-21,,
177,250,6,4851,354,10,73€,2020-02-13,,
178,210,6,4552,175,9,01€,2020-03-10,,
179,13,4,200,208,1,18€,2020-02-20,,
180,52,6,777,24,8,13€,2020-01-17,,
181,93,4,541,108,10,99€,2020-03-30,,
182,35,4,3799,234,6,32€,2020-01-30,,
183,160,2,545,155,5,77€,2020-03-23,,
184,194,1,4123,207,1,03€,2020-02-13,,
185,264,2,4356,311,2,96€,2020-02-23,,
186,17,3,1098,81,3,00€,2020-04-06,,
187,59,4,1085,310,7,58€,2020-02-26,,
188,296,3,3,275,5,77€,2020-01-11,,
189,214,4,649,233,9,37€,2020-01-25,,
190,7,6,2991,166,3,78€,2020-03-16,,
191,36,4,1166,67,9,65€,2020-04-06,,
192,103,3,2766,334,8,72€,2020-03-02,,
193,88,1,31,294,4,86€,2020-04-01,,
194,174,6,3630,3,7,80€,2020-02-27,,
195,35,4,2197,290,2,55€,2020-04-08,,
196,81,6,2369,30,7,27€,2020-04-06,,
197,138,5,4194,318,2,31€,2020-04-09,,
198,26,4,1594,78,2,49€,2020-01-21,,
199,25,5,2476,202,8,19€,2020-03-21,,
200,225,3,2973,35,4,95€,2020-04-14,,
201,98,3,1619,67,7,68€,2020-01-07,,
202,130,2,2179,322,2,58€,2020-04-10,,
203,36,5,4092,13,3,63€,2020-01-01,,
204,289,6,2903,167,9,46€,2020-03-02,,
205,162,5,2615,290,4,77€,2020-01-14,,
206,222,6,3470,150,8,38€,2020-02-14,,
207,67,2,1333,20,7,03€,2020-03-17,,
208,23,5,4590,160,8,23€,2020-03-04,,
209,232,3,2280,287,1,05€,2020-01-28,,
210,88,5,1899,169,3,57€,2020-01-16,,
211,60,4,4175,262,2,35€,2020-03-14,,
212,235,3,4312,270,9,54€,2020-03-08,,
213,293,3,4187,361,5,41€,2020-01-09,,
214,285,3,288,31,8,53€,2020-02-29,,
215,280,3,2153,159,2,08€,2020-03-26,,
216,300,1,4284,277,2,11€,2020-02-11,,
217,132,2,4545,338,5,02€,2020-03-16,,
218,148,5,3429,260,8,05€,2020-02-07,,
219,228,3,89,248,5,25€,2020-03-17,,
220,74,5,1529,96,9,76€,2020-01-15,,
221,213,4,202,296,2,33€,2020-01-24,,
222,281,1,1321,143,8,14€,2020-01-10,,
223,103,6,3466,134,5,79€,2020-02-14,,
224,70,3,4519,49,5,89€,2020-01-25,,
225,28,6,2132,238,3,38€,2020-04-09,,
226,122,5,2969,126,5,28€,2020-01-31,,
227,5,2,1671,216,10,39€,2020-04-11,,
228,83,5,2610,139,10,52€,2020-03-21,,
229,284,1,3709,23,9,30€,2020-03-09,,
230,286,2,279,305,2,90€,2020-01-24,,
231,221,6,3399,337,5,65€,2020-02-07,,
232,114,3,2928,194,8,66€,2020-04-04,,
233,169,4,1794,215,4,31€,2020-04-21,,
234,77,4,4926,117,1,04€,2020-01-14,,
235,23,6,2003,192,4,86€,2020-01-02,,
236,194,3,4589,176,4,51€,2020-03-14,,
237,7,5,1180,214,4,68€,2020-04-08,,
238,275,5,1411,145,9,15€,2020-03-11,,
239,268,1,3812,147,1,71€,2020-02-28,,
240,207,4,2786,154,8,56€,2020-03-09,,
241,179,3,4321,216,4,35€,2020-03-11,,
242,119,2,2779,317,5,91€,2020-04-13,,
243,45,5,2102,212,2,54€,2020-02-03,,
244,51,6,3976,154,1,01€,2020-02-02,,
245,108,3,36,365,6,58€,2020-01-22,,
246,207,5,3899,340,4,65€,2020-04-14,,
247,232,1,747,73,4,20€,2020-04-25,,
248,137,5,972,167,8,43€,2020-04-05,,
249,283,2,845,357,4,42€,2020-04-08,,
250,37,6,2751,303,1,92€,2020-03-23,,
251,277,1,3761,141,2,19€,2020-01-10,,
252,81,3,3290,105,4,44€,2020-04-03,,
253,175,4,1713,36,3,47€,2020-03-25,,
254,220,3,701,142,5,72€,2020-01-14,,
255,18,2,3402,326,9,79€,2020-03-03,,
256,282,5,3730,167,5,52€,2020-01-19,,
257,203,5,3538,15,7,54€,2020-04-21,,
258,194,6,2056,277,2,86€,2020-02-24,,
259,69,2,1850,223,6,22€,2020-03-14,,
260,147,2,2865,324,6,17€,2020-01-21,,
261,47,1,4005,88,9,81€,2020-03-02,,
262,51,2,193,179,5,49€,2020-03-11,,
263,266,1,2781,141,6,66€,2020-03-10,,
264,38,4,4982,161,2,01€,2020-01-21,,
265,30,3,1859,78,1,61€,2020-02-27,,
266,171,1,3528,265,4,41€,2020-03-20,,
267,193,6,3749,204,9,69€,2020-01-16,,
268,192,2,780,47,4,30€,2020-03-27,,
269,280,6,4983,250,10,17€,2020-02-19,,
270,286,6,1522,346,6,86€,2020-01-08,,
271,222,2,4499,296,7,19€,2020-02-10,,
272,278,4,4229,207,1,13€,2020-03-27,,
273,298,4,753,210,1,67€,2020-04-26,,
274,254,6,4712,261,2,75€,2020-03-06,,
275,34,1,2436,32,9,29€,2020-01-29,,
276,107,1,4851,60,3,35€,2020-02-11,,
277,300,4,2443,284,8,61€,2020-02-23,,
278,74,5,3746,347,7,11€,2020-04-19,,
279,109,5,3701,364,2,53€,2020-02-02,,
280,240,4,4301,5,9,66€,2020-03-11,,
281,270,4,4259,82,1,12€,2020-02-20,,
282,17,4,3792,15,5,45€,2020-03-05,,
283,255,1,2067,199,7,51€,2020-02-04,,
284,53,2,4926,129,7,13€,2020-03-06,,
285,222,4,4469,96,2,87€,2020-02-07,,
286,193,5,994,274,6,65€,2020-04-15,,
287,284,6,528,313,4,85€,2020-04-08,,
288,27,1,1091,184,4,67€,2020-03-10,,
289,276,3,434,170,1,99€,2020-03-31,,
290,119,2,3457,170,1,22€,2020-02-14,,
291,155,6,2757,188,7,51€,2020-03-02,,
292,274,1,687,298,10,32€,2020-01-24,,
293,239,1,2795,93,8,54€,2020-04-22,,
294,34,4,694,358,9,49€,2020-03-09,,
295,38,2,3568,201,2,23€,2020-03-05,,
296,17,2,1512,364,5,35€,2020-03-14,,
297,145,5,97,193,5,07€,2020-04-19,,
298,21,3,1834,11,10,15€,2020-02-10,,
299,41,1,3331,136,7,25€,2020-01-21,,
300,44,1,3183,325,9,77€,2020-01-16,,
301,23,3,1541,162,10,87€,2020-02-14,,
302,132,2,2299,135,3,85€,2020-02-12,,
303,61,2,4525,290,4,28€,2020-03-08,,
304,168,2,3098,357,3,91€,2020-02-15,,
305,165,4,767,61,5,64€,2020-02-03,,
306,204,2,867,265,1,02€,2020-01-15,,
307,138,1,3507,130,1,29€,2020-02-14,,
308,76,5,2456,311,1,46€,2020-01-26,,
309,205,2,1368,190,9,47€,2020-02-27,,
310,182,5,1267,199,5,03€,2020-04-20,,
311,239,1,580,331,3,81€,2020-02-16,,
312,140,3,1279,117,8,43€,2020-04-16,,
313,84,4,2348,166,5,64€,2020-01-27,,
314,123,3,4328,124,1,37€,2020-03-16,,
315,54,3,3243,288,7,85€,2020-01-27,,
316,5,5,3939,231,10,53€,2020-03-18,,
317,49,3,2409,298,8,30€,2020-03-19,,
318,1,2,907,350,10,34€,2020-02-02,,
319,64,6,1509,192,2,94€,2020-02-21,,
320,111,6,3266,251,3,52€,2020-03-02,,
321,149,4,3877,6,9,97€,2020-02-13,,
322,285,4,1656,247,9,02€,2020-02-18,,
323,4,6,4789,248,1,04€,2020-02-12,,
324,149,3,4695,270,7,83€,2020-02-04,,
325,53,2,1265,204,10,22€,2020-01-25,,
326,170,3,2486,289,1,99€,2020-02-12,,
327,258,5,3689,111,10,94€,2020-01-12,,
328,3,1,1767,313,6,08€,2020-04-11,,
329,77,2,4132,54,9,76€,2020-04-25,,
330,98,1,1057,21,10,91€,2020-02-01,,
331,152,4,3952,245,3,99€,2020-01-13,,
332,8,6,3564,75,10,80€,2020-04-14,,
333,166,3,3483,275,4,42€,2020-04-23,,
334,246,5,4617,130,5,39€,2020-03-02,,
335,18,2,4834,96,5,10€,2020-02-19,,
336,157,5,4607,239,2,31€,2020-02-29,,
